time,G(i),H_sun,T2m,WS10m,Int
20201101:2106,0,0,25.69,2,0
20201101:2206,0,0,25.3,2,0
20201101:2306,0,0,25.22,1.86,0
20201102:0006,0,0,24.98,1.45,0
20201102:0106,0,0,24.71,1.17,0
20201102:0206,0,0,24.58,1.03,0
20201102:0306,0,0,24.52,1.1,0
20201102:0406,0,0,24.39,1.24,0
20201102:0506,0,0,24.44,1.24,0
20201102:0606,50.69,6.07,24.64,1.24,0
20201102:0706,296.23,20.32,25.42,1.38,0
20201102:0806,416.25,34.27,26.63,0.69,0
20201102:0906,626.91,47.61,27.95,0.62,0
20201102:1006,594.86,59.49,28.79,0.76,0
20201102:1106,175.73,67.5,29.46,1.03,0
20201102:1206,539.99,67.1,30.26,1.38,0
20201102:1306,601.76,58.61,30.52,1.72,0
20201102:1406,623.07,46.55,30.31,2,0
20201102:1506,500.95,33.14,29.38,2.34,0
20201102:1606,223.01,19.16,28.39,2.41,0
20201102:1706,23.32,4.9,27.62,2,0
20201102:1806,0,0,26.83,1.24,0
20201102:1906,0,0,26.12,1.31,0
20201102:2006,0,0,25.79,1.45,0
20201102:2106,0,0,25.56,1.52,0
20201102:2206,0,0,25.18,1.45,0
20201102:2306,0,0,24.97,1.45,0
20201103:0006,0,0,24.73,1.45,0
20201103:0106,0,0,24.5,1.38,0
20201103:0206,0,0,24.37,1.24,0
20201103:0306,0,0,24.39,1.03,0
20201103:0406,0,0,24.34,0.97,0
20201103:0506,0,0,24.41,1.03,0
20201103:0606,35.15,6.02,24.57,0.83,0
20201103:0706,274.48,20.25,25.36,1.1,0
20201103:0806,520.24,34.16,26.2,0.55,0
20201103:0906,763.82,47.45,28.09,0.21,0
20201103:1006,889.89,59.27,29.45,0.69,0
20201103:1106,961.35,67.2,30.63,0.83,0
20201103:1206,962.51,66.81,31.5,0.9,0
20201103:1306,812.27,58.41,31.73,1.03,0
20201103:1406,694.93,46.41,31.84,1.17,0
20201103:1506,456.06,33.05,30.32,1.52,0
20201103:1606,225.79,19.1,29.6,2.21,0
20201103:1706,27.66,4.86,28.46,2.21,0
20201103:1806,0,0,27.29,2.21,0
20201103:1906,0,0,26.84,1.72,0
20201103:2006,0,0,26.31,1.79,0
20201103:2106,0,0,25.92,1.93,0
20201103:2206,0,0,25.58,1.93,0
20201103:2306,0,0,25.25,1.86,0
20201104:0006,0,0,25.02,1.72,0
20201104:0106,0,0,24.79,1.52,0
20201104:0206,0,0,24.82,1.31,0
20201104:0306,0,0,24.75,1.17,0
20201104:0406,0,0,24.71,0.97,0
20201104:0506,0,0,24.73,0.97,0
20201104:0606,51.92,5.96,24.81,0.97,0
20201104:0706,255.84,20.16,25.53,1.66,0
20201104:0806,472.4,34.05,26.94,1.17,0
20201104:0906,536.48,47.3,28.18,0.76,0
20201104:1006,668.62,59.05,28.87,0.62,0
20201104:1106,617.44,66.9,29.62,0.69,0
20201104:1206,543.4,66.52,30.16,1.1,0
20201104:1306,496.77,58.21,30.52,1.24,0
20201104:1406,736.15,46.28,30.45,1.45,0
20201104:1506,257.81,32.96,28.72,2.14,0
20201104:1606,195.31,19.04,27.03,1.66,0
20201104:1706,30.02,4.82,26.79,1.24,0
20201104:1806,0,0,26.28,1.38,0
20201104:1906,0,0,26.17,1.72,0
20201104:2006,0,0,25.81,1.59,0
20201104:2106,0,0,25.5,1.52,0
20201104:2206,0,0,25.23,1.52,0
20201104:2306,0,0,25.08,1.52,0
20201105:0006,0,0,24.94,1.52,0
20201105:0106,0,0,24.76,1.45,0
20201105:0206,0,0,24.76,1.17,0
20201105:0306,0,0,24.89,1.03,0
20201105:0406,0,0,24.9,0.9,0
20201105:0506,0,0,24.86,0.9,0
20201105:0606,15.98,5.9,24.84,0.69,0
20201105:0706,192.31,20.08,25.19,0.76,0
20201105:0806,388.81,33.94,26.22,0.97,0
20201105:0906,694.5,47.14,27.55,0.48,0
20201105:1006,855.14,58.83,29.33,0.28,0
20201105:1106,907.22,66.6,30.43,0.21,0
20201105:1206,875.46,66.24,30.75,0.28,0
20201105:1306,838.67,58.01,31.49,0.48,0
20201105:1406,329.96,46.15,31,0.83,0
20201105:1506,544.68,32.87,29.78,1.38,0
20201105:1606,84.87,18.98,28.28,1.45,0
20201105:1706,23.35,4.79,27.64,1.38,0
20201105:1806,0,0,26.96,1.52,0
20201105:1906,0,0,26.03,1.52,0
20201105:2006,0,0,25.74,1.52,0
20201105:2106,0,0,25.36,1.66,0
20201105:2206,0,0,25.17,1.72,0
20201105:2306,0,0,25.03,1.52,0
20201106:0006,0,0,24.9,1.45,0
20201106:0106,0,0,24.74,1.31,0
20201106:0206,0,0,24.74,1.17,0
20201106:0306,0,0,24.84,1.03,0
20201106:0406,0,0,24.9,0.97,0
20201106:0506,0,0,25.02,1.17,0
20201106:0606,44.64,5.84,25.01,1.03,0
20201106:0706,274.36,19.99,25.95,2.07,0
20201106:0806,504.6,33.82,27.08,1.66,0
20201106:0906,699.01,46.98,28.46,0.97,0
20201106:1006,677.35,58.6,29.64,0.55,0
20201106:1106,803.74,66.31,30.48,0.69,0
20201106:1206,886.44,65.96,31.13,0.97,0
20201106:1306,869.54,57.82,31.18,1.38,0
20201106:1406,614.42,46.02,31.25,1.59,0
20201106:1506,549.5,32.79,30.03,1.59,0
20201106:1606,285.26,18.93,28.79,1.59,0
20201106:1706,36.12,4.76,28.19,1.52,0
20201106:1806,0,0,27.36,1.93,0
20201106:1906,0,0,26.86,2.21,0
20201106:2006,0,0,26.42,2.41,0
20201106:2106,0,0,26.09,2.48,0
20201106:2206,0,0,25.86,2.34,0
20201106:2306,0,0,25.62,2.14,0
20201107:0006,0,0,25.56,1.86,0
20201107:0106,0,0,25.42,1.66,0
20201107:0206,0,0,25.27,1.52,0
20201107:0306,0,0,25.2,1.45,0
20201107:0406,0,0,25.09,1.45,0
20201107:0506,0,0,25.26,1.31,0
20201107:0606,50.08,5.78,25.16,1.31,0
20201107:0706,231.14,19.9,25.78,1.93,0
20201107:0806,351.63,33.7,26.77,2.07,0
20201107:0906,704.66,46.81,28.34,1.1,0
20201107:1006,778.23,58.38,28.99,0.69,0
20201107:1106,800.74,66.02,30.49,0.69,0
20201107:1206,933.23,65.68,31.09,1.1,0
20201107:1306,862.2,57.63,31.37,1.38,0
20201107:1406,662.92,45.89,28.79,1.52,0
20201107:1506,81.87,32.71,27.75,2.07,0
20201107:1606,54.92,18.88,27.5,2.07,0
20201107:1706,26.74,4.74,26.67,1.86,0
20201107:1806,0,0,25.91,1.86,0
20201107:1906,0,0,26.09,2.28,0
20201107:2006,0,0,25.84,2.34,0
20201107:2106,0,0,25.63,2.41,0
20201107:2206,0,0,25.54,2.41,0
20201107:2306,0,0,25.34,2.14,0
20201108:0006,0,0,25.24,2,0
20201108:0106,0,0,25.15,1.66,0
20201108:0206,0,0,25.14,1.38,0
20201108:0306,0,0,25.16,0.97,0
20201108:0406,0,0,24.89,0.69,0
20201108:0506,0,0,24.84,0.83,0
20201108:0606,46.05,5.71,24.82,1.03,0
20201108:0706,272.88,19.81,25.75,1.03,0
20201108:0806,514.96,33.58,26.97,1.66,0
20201108:0906,754.8,46.65,28.01,1.03,0
20201108:1006,845.79,58.15,29.26,0.62,0
20201108:1106,983.12,65.73,30.59,0.28,0
20201108:1206,999.52,65.41,31.61,0.28,0
20201108:1306,918.62,57.44,31.93,0.41,0
20201108:1406,743.43,45.77,31.82,0.55,0
20201108:1506,518.99,32.63,30.42,1.03,0
20201108:1606,283.53,18.84,29.01,1.72,0
20201108:1706,36.21,4.72,28.02,1.86,0
20201108:1806,0,0,27.1,1.93,0
20201108:1906,0,0,26.77,1.72,0
20201108:2006,0,0,26.38,1.93,0
20201108:2106,0,0,26.19,2,0
20201108:2206,0,0,25.99,1.93,0
20201108:2306,0,0,25.75,1.86,0
20201109:0006,0,0,25.51,1.72,0
20201109:0106,0,0,25.37,1.59,0
20201109:0206,0,0,25.22,1.38,0
20201109:0306,0,0,25.05,1.17,0
20201109:0406,0,0,24.87,1.03,0
20201109:0506,0,0,24.3,0.83,0
20201109:0606,44.33,5.64,23.75,0.83,0
20201109:0706,272.14,19.72,25.28,1.1,0
20201109:0806,514.35,33.45,26.24,1.59,0
20201109:0906,706.75,46.48,27.71,1.38,0
20201109:1006,684.56,57.93,28.43,1.03,0
20201109:1106,795.28,65.44,29.41,0.62,0
20201109:1206,795.79,65.15,30.12,0.76,0
20201109:1306,615.05,57.26,30.29,1.24,0
20201109:1406,367.33,45.66,28.61,1.59,0
20201109:1506,377.88,32.56,28.41,2.07,0
20201109:1606,253.34,18.8,27.97,1.86,0
20201109:1706,38.6,4.7,27.52,1.52,0
20201109:1806,0,0,26.79,1.59,0
20201109:1906,0,0,26.44,1.45,0
20201109:2006,0,0,26.19,1.45,0
20201109:2106,0,0,25.84,1.59,0
20201109:2206,0,0,25.66,1.72,0
20201109:2306,0,0,25.47,1.79,0
20201110:0006,0,0,25.37,1.66,0
20201110:0106,0,0,25.22,1.45,0
20201110:0206,0,0,25.21,1.24,0
20201110:0306,0,0,25.13,1.1,0
20201110:0406,0,0,25,0.9,0
20201110:0506,0,0,24.81,0.76,0
20201110:0606,34.48,5.56,24.62,0.76,0
20201110:0706,263.81,19.62,25.79,0.48,0
20201110:0806,498.75,33.32,26.98,0.9,0
20201110:0906,676.3,46.32,28.3,1.03,0
20201110:1006,754.96,57.71,29.19,1.17,0
20201110:1106,825.48,65.16,28.91,1.1,0
20201110:1206,918.6,64.89,27.46,2,0
20201110:1306,201.69,57.08,28.04,1.93,0
20201110:1406,120.81,45.55,28.65,2,0
20201110:1506,373.49,32.49,28.45,1.86,0
20201110:1606,246.06,18.76,28.19,2,0
20201110:1706,35.32,4.69,27.46,1.66,0
20201110:1806,0,0,26.68,1.59,0
20201110:1906,0,0,26.53,1.24,0
20201110:2006,0,0,26.08,1.17,0
20201110:2106,0,0,25.78,1.45,0
20201110:2206,0,0,25.31,1.66,0
20201110:2306,0,0,24.98,1.66,0
20201111:0006,0,0,24.79,1.59,0
20201111:0106,0,0,24.5,1.38,0
20201111:0206,0,0,24.33,1.24,0
20201111:0306,0,0,24.13,1.17,0
20201111:0406,0,0,23.98,1.24,0
20201111:0506,0,0,23.75,0.97,0
20201111:0606,41.75,5.49,23.7,0.9,0
20201111:0706,266.29,19.52,25.27,0.62,0
20201111:0806,499.15,33.19,26.96,0.62,0
20201111:0906,591.72,46.15,28.17,0.28,0
20201111:1006,654.34,57.48,29.57,0.28,0
20201111:1106,875.42,64.89,30.42,0.34,0
20201111:1206,827.88,64.64,30.69,0.34,0
20201111:1306,164.75,56.91,28.15,0.55,0
20201111:1406,62.9,45.44,27.09,1.93,0
20201111:1506,131.8,32.43,27.38,2.28,0
20201111:1606,177.57,18.72,27.37,2.28,0
20201111:1706,8.99,4.68,26.88,1.79,0
20201111:1806,0,0,26.32,1.52,0
20201111:1906,0,0,25.82,1.38,0
20201111:2006,0,0,25.49,1.45,0
20201111:2106,0,0,25.18,1.59,0
20201111:2206,0,0,24.94,1.52,0
20201111:2306,0,0,24.78,1.45,0
20201112:0006,0,0,24.72,1.31,0
20201112:0106,0,0,24.63,1.31,0
20201112:0206,0,0,24.56,1.17,0
20201112:0306,0,0,24.29,1.31,0
20201112:0406,0,0,23.87,1.45,0
20201112:0506,0,0,23.62,1.24,0
20201112:0606,40.84,5.41,23.46,1.03,0
20201112:0706,273.04,19.42,24.57,0.9,0
20201112:0806,517.65,33.06,26.42,0.9,0
20201112:0906,663.27,45.98,28.3,0.76,0
20201112:1006,862.55,57.26,29.65,0.55,0
20201112:1106,938.16,64.61,30.9,0.48,0
20201112:1206,979.02,64.39,31.68,0.28,0
20201112:1306,913.07,56.74,32.24,0.21,0
20201112:1406,729.69,45.33,31.94,0.14,0
20201112:1506,510.01,32.36,29.74,0.69,0
20201112:1606,277.04,18.69,28.93,1.66,0
20201112:1706,40.13,4.67,28.18,2,0
20201112:1806,0,0,27.07,2.07,0
20201112:1906,0,0,27.18,1.93,0
20201112:2006,0,0,26.71,1.86,0
20201112:2106,0,0,26.43,1.72,0
20201112:2206,0,0,26.07,1.66,0
20201112:2306,0,0,25.86,1.59,0
20201113:0006,0,0,25.54,1.59,0
20201113:0106,0,0,25.23,1.59,0
20201113:0206,0,0,25.09,1.45,0
20201113:0306,0,0,24.9,1.24,0
20201113:0406,0,0,24.74,1.1,0
20201113:0506,0,0,24.56,0.97,0
20201113:0606,39.11,5.33,24.46,0.83,0
20201113:0706,271.18,19.32,25.38,0.62,0
20201113:0806,514.76,32.93,27.33,0.62,0
20201113:0906,751.82,45.81,29.29,0.55,0
20201113:1006,910.64,57.04,30.9,0.55,0
20201113:1106,996.12,64.34,32.27,0.9,0
20201113:1206,979.32,64.14,32.83,0.83,0
20201113:1306,583.25,56.57,33.42,0.69,0
20201113:1406,748.92,45.23,33.29,0.69,0
20201113:1506,417.3,32.31,33.18,0.9,0
20201113:1606,252.93,18.67,31.98,1.66,0
20201113:1706,41.57,4.67,30.05,2.34,0
20201113:1806,0,0,28.43,2.55,0
20201113:1906,0,0,27.64,2.28,0
20201113:2006,0,0,27.08,2.14,0
20201113:2106,0,0,26.57,2,0
20201113:2206,0,0,26.19,1.93,0
20201113:2306,0,0,25.84,1.79,0
20201114:0006,0,0,25.6,1.59,0
20201114:0106,0,0,25.39,1.24,0
20201114:0206,0,0,25.36,0.76,0
20201114:0306,0,0,25.11,0.55,0
20201114:0406,0,0,25.15,1.03,0
20201114:0506,0,0,24.74,1.1,0
20201114:0606,29.74,5.25,24.73,0.9,0
20201114:0706,260.69,19.21,26.16,1.03,0
20201114:0806,491.65,32.8,27.36,0.83,0
20201114:0906,700.23,45.64,28.67,0.48,0
20201114:1006,893.15,56.82,30.15,0.48,0
20201114:1106,992.4,64.08,31.26,0.69,0
20201114:1206,975.55,63.9,31.87,1.17,0
20201114:1306,891.98,56.41,31.69,1.45,0
20201114:1406,533.02,45.13,30.21,1.93,0
20201114:1506,310.68,32.25,28.06,2.41,0
20201114:1606,132.43,18.65,27.86,2.48,0
20201114:1706,20.43,4.67,27.53,2.07,0
20201114:1806,0,0,26.82,1.86,0
20201114:1906,0,0,27.03,2.14,0
20201114:2006,0,0,26.51,2.21,0
20201114:2106,0,0,26.12,2.07,0
20201114:2206,0,0,25.86,1.93,0
20201114:2306,0,0,25.54,1.66,0
20201115:0006,0,0,25.32,1.38,0
20201115:0106,0,0,25.15,1.24,0
20201115:0206,0,0,25.01,1.31,0
20201115:0306,0,0,24.78,1.38,0
20201115:0406,0,0,24.74,1.38,0
20201115:0506,0,0,24.71,1.31,0
20201115:0606,37.26,5.16,24.85,0.9,0
20201115:0706,264.21,19.1,25.65,1.59,0
20201115:0806,463.03,32.66,27.33,1.31,0
20201115:0906,697.36,45.46,28.51,0.76,0
20201115:1006,860.49,56.6,29.94,0.55,0
20201115:1106,969.3,63.82,30.88,0.48,0
20201115:1206,929.26,63.67,31.86,0.55,0
20201115:1306,819.28,56.26,32.17,0.76,0
20201115:1406,701.04,45.04,32.25,0.76,0
20201115:1506,498.82,32.2,29.94,0.76,0
20201115:1606,275.07,18.63,27.78,1.72,0
20201115:1706,3,4.68,27.32,1.86,0
20201115:1806,0,0,26.68,1.86,0
20201115:1906,0,0,26.73,1.86,0
20201115:2006,0,0,26.46,2,0
20201115:2106,0,0,26.27,1.93,0
20201115:2206,0,0,25.83,1.86,0
20201115:2306,0,0,25.66,1.66,0
20201116:0006,0,0,25.44,1.59,0
20201116:0106,0,0,25.17,1.52,0
20201116:0206,0,0,25.04,1.45,0
20201116:0306,0,0,24.83,1.45,0
20201116:0406,0,0,24.63,1.38,0
20201116:0506,0,0,24.52,1.24,0
20201116:0606,33.55,5.08,24.44,1.1,0
20201116:0706,258.04,18.99,25.54,0.83,0
20201116:0806,481.7,32.53,27.24,1.72,0
20201116:0906,643.29,45.29,28.47,1.17,0
20201116:1006,717.33,56.38,29.46,0.9,0
20201116:1106,715.63,63.56,30.38,0.97,0
20201116:1206,754.35,63.44,30.86,1.31,0
20201116:1306,778.8,56.11,31.28,1.66,0
20201116:1406,653.88,44.95,29.5,2,0
20201116:1506,483.8,32.16,28.26,2.34,0
20201116:1606,208.58,18.61,27.8,2.07,0
20201116:1706,44.06,4.69,27.19,1.38,0
20201116:1806,0,0,26.73,1.72,0
20201116:1906,0,0,26.32,1.93,0
20201116:2006,0,0,25.92,2,0
20201116:2106,0,0,25.64,2,0
20201116:2206,0,0,25.51,1.93,0
20201116:2306,0,0,25.3,1.79,0
20201117:0006,0,0,25.02,1.59,0
20201117:0106,0,0,24.85,1.38,0
20201117:0206,0,0,24.73,1.24,0
20201117:0306,0,0,24.71,1.24,0
20201117:0406,0,0,24.46,1.38,0
20201117:0506,0,0,24.3,1.31,0
20201117:0606,34.49,4.99,24.18,1.17,0
20201117:0706,257.31,18.88,24.81,0.83,0
20201117:0806,439.12,32.39,26.7,1.31,0
20201117:0906,576.3,45.12,27.98,1.1,0
20201117:1006,710.14,56.16,29.07,0.9,0
20201117:1106,874.46,63.31,29.75,1.17,0
20201117:1206,909.64,63.22,30.31,1.66,0
20201117:1306,796.98,55.96,30.68,1.72,0
20201117:1406,729.32,44.87,30.31,1.66,0
20201117:1506,466.45,32.12,29.64,1.59,0
20201117:1606,174.5,18.6,28.86,1.93,0
20201117:1706,32.67,4.7,27.89,1.93,0
20201117:1806,0,0,26.97,1.93,0
20201117:1906,0,0,26.92,2.07,0
20201117:2006,0,0,26.49,2.07,0
20201117:2106,0,0,26.31,2,0
20201117:2206,0,0,26.14,1.93,0
20201117:2306,0,0,26.04,1.79,0
20201118:0006,0,0,25.91,1.66,0
20201118:0106,0,0,25.75,1.45,0
20201118:0206,0,0,25.65,1.31,0
20201118:0306,0,0,25.46,1.17,0
20201118:0406,0,0,25.38,1.1,0
20201118:0506,0,0,25.17,1.17,0
20201118:0606,26.87,4.9,25.01,1.24,0
20201118:0706,156.06,18.77,25.96,1.24,0
20201118:0806,330.13,32.25,27.19,1.79,0
20201118:0906,722.29,44.95,28.67,1.17,0
20201118:1006,820.1,55.95,29.52,0.83,0
20201118:1106,871.66,63.06,30.59,0.69,0
20201118:1206,869.62,63.01,31.17,0.55,0
20201118:1306,855.15,55.82,31.71,0.41,0
20201118:1406,685.33,44.79,29.56,0.76,0
20201118:1506,463.07,32.08,27.69,1.86,0
20201118:1606,277.23,18.59,27.38,2.14,0
20201118:1706,40.34,4.72,27,2,0
20201118:1806,0,0,26.33,2.07,0
20201118:1906,0,0,26.65,2.41,0
20201118:2006,0,0,26.15,2.34,0
20201118:2106,0,0,25.89,2.28,0
20201118:2206,0,0,25.74,2.14,0
20201118:2306,0,0,25.58,2,0
20201119:0006,0,0,25.46,1.93,0
20201119:0106,0,0,25.48,1.66,0
20201119:0206,0,0,25.28,1.38,0
20201119:0306,0,0,25.26,1.03,0
20201119:0406,0,0,25.18,0.9,0
20201119:0506,0,0,25.2,0.83,0
20201119:0606,26.88,4.81,25.01,0.83,0
20201119:0706,192.87,18.66,25.44,0.69,0
20201119:0806,421.46,32.11,26.1,0.9,0
20201119:0906,553.34,44.77,27.16,0.62,0
20201119:1006,809.7,55.73,28.16,0.55,0
20201119:1106,950.88,62.81,29.42,0.55,0
20201119:1206,965.99,62.79,30.44,0.69,0
20201119:1306,829.98,55.68,30.76,1.17,0
20201119:1406,663.97,44.71,30.8,1.66,0
20201119:1506,291.51,32.04,28.96,1.72,0
20201119:1606,273.29,18.59,28.26,1.79,0
20201119:1706,37.51,4.73,27.42,1.79,0
20201119:1806,0,0,26.68,2,0
20201119:1906,0,0,26.5,2.07,0
20201119:2006,0,0,26.01,1.86,0
20201119:2106,0,0,25.61,1.72,0
20201119:2206,0,0,25.21,1.66,0
20201119:2306,0,0,24.98,1.72,0
20201120:0006,0,0,24.66,1.72,0
20201120:0106,0,0,24.44,1.66,0
20201120:0206,0,0,24.31,1.52,0
20201120:0306,0,0,24.32,1.17,0
20201120:0406,0,0,24.16,0.62,0
20201120:0506,0,0,23.86,1.03,0
20201120:0606,23.94,4.71,24.13,0.9,0
20201120:0706,226.41,18.54,24.75,1.72,0
20201120:0806,341.93,31.97,26.15,1.17,0
20201120:0906,477.29,44.6,27.48,0.62,0
20201120:1006,847.7,55.52,28.71,0.34,0
20201120:1106,843.08,62.58,29.41,0.55,0
20201120:1206,911.88,62.59,30.46,0.83,0
20201120:1306,875.73,55.55,30.68,0.97,0
20201120:1406,668.75,44.64,30.23,0.9,0
20201120:1506,469.52,32.01,28.93,0.97,0
20201120:1606,248.9,18.59,28.51,1.79,0
20201120:1706,39.92,4.76,27.54,1.59,0
20201120:1806,0,0,26.63,1.66,0
20201120:1906,0,0,26.31,1.72,0
20201120:2006,0,0,25.77,1.79,0
20201120:2106,0,0,25.54,1.79,0
20201120:2206,0,0,25.18,1.86,0
20201120:2306,0,0,24.93,1.93,0
20201121:0006,0,0,24.73,1.79,0
20201121:0106,0,0,24.56,1.52,0
20201121:0206,0,0,24.46,1.24,0
20201121:0306,0,0,24.28,0.83,0
20201121:0406,0,0,24.22,0.62,0
20201121:0506,0,0,24.47,0.83,0
20201121:0606,23.95,4.62,24.21,1.1,0
20201121:0706,248.65,18.42,25.18,0.62,0
20201121:0806,487.88,31.83,26.84,1.03,0
20201121:0906,672.02,44.43,28.48,0.97,0
20201121:1006,856.83,55.31,29.99,0.9,0
20201121:1106,892.35,62.34,30.66,1.17,0
20201121:1206,897.03,62.39,30.65,1.59,0
20201121:1306,881.77,55.43,29.55,1.38,0
20201121:1406,687.44,44.57,28.64,2,0
20201121:1506,492.57,31.99,28.07,1.66,0
20201121:1606,260.51,18.59,27.19,1.59,0
20201121:1706,31.28,4.78,26.75,1.17,0
20201121:1806,0,0,26.3,1.38,0
20201121:1906,0,0,26.35,1.93,0
20201121:2006,0,0,26.05,1.93,0
20201121:2106,0,0,25.79,1.93,0
20201121:2206,0,0,25.55,1.86,0
20201121:2306,0,0,25.32,1.79,0
20201122:0006,0,0,25.04,1.66,0
20201122:0106,0,0,24.95,1.45,0
20201122:0206,0,0,24.87,1.03,0
20201122:0306,0,0,24.8,0.9,0
20201122:0406,0,0,24.8,0.97,0
20201122:0506,0,0,24.81,1.03,0
20201122:0606,28.85,4.52,24.67,1.1,0
20201122:0706,255.55,18.31,25.41,1.79,0
20201122:0806,492.53,31.69,26.89,1.72,0
20201122:0906,710.98,44.26,28.07,0.97,0
20201122:1006,857.02,55.11,29.46,0.28,0
20201122:1106,945.51,62.11,30.86,0.28,0
20201122:1206,961.63,62.2,31.77,0.55,0
20201122:1306,881.92,55.31,32.36,0.9,0
20201122:1406,640.58,44.51,32,1.1,0
20201122:1506,519.86,31.96,31.71,1.17,0
20201122:1606,274.77,18.6,29.31,1.66,0
20201122:1706,35.14,4.81,28.29,1.72,0
20201122:1806,0,0,27.44,1.79,0
20201122:1906,0,0,27.16,2.28,0
20201122:2006,0,0,26.69,2.34,0
20201122:2106,0,0,26.28,2.34,0
20201122:2206,0,0,25.97,2.28,0
20201122:2306,0,0,25.71,2.21,0
20201123:0006,0,0,25.46,2,0
20201123:0106,0,0,25.34,1.79,0
20201123:0206,0,0,25.09,1.52,0
20201123:0306,0,0,24.92,1.17,0
20201123:0406,0,0,24.93,0.76,0
20201123:0506,0,0,24.82,0.76,0
20201123:0606,28.87,4.42,25.11,0.9,0
20201123:0706,244.7,18.19,25.66,1.03,0
20201123:0806,503.59,31.55,27.11,1.72,0
20201123:0906,577.61,44.09,28.28,1.17,0
20201123:1006,827.04,54.9,29.56,0.69,0
20201123:1106,820.88,61.89,30.5,0.48,0
20201123:1206,907.14,62.01,31.28,0.62,0
20201123:1306,857.54,55.19,31.44,0.9,0
20201123:1406,632.51,44.46,31.13,1.1,0
20201123:1506,518.56,31.95,30.44,1.45,0
20201123:1606,278.46,18.61,29.59,2.28,0
20201123:1706,22.44,4.85,28.61,2.14,0
20201123:1806,0,0,27.51,2.07,0
20201123:1906,0,0,26.95,2.14,0
20201123:2006,0,0,26.52,2.14,0
20201123:2106,0,0,26.22,2.07,0
20201123:2206,0,0,25.88,2.07,0
20201123:2306,0,0,25.63,2.07,0
20201124:0006,0,0,25.47,1.93,0
20201124:0106,0,0,25.32,1.79,0
20201124:0206,0,0,25.07,1.59,0
20201124:0306,0,0,25.13,1.24,0
20201124:0406,0,0,25.17,0.97,0
20201124:0506,0,0,25.08,0.97,0
20201124:0606,27.92,4.32,24.85,1.03,0
20201124:0706,252.81,18.07,25.74,1.24,0
20201124:0806,472.58,31.4,26.67,1.72,0
20201124:0906,584.42,43.92,27.87,1.59,0
20201124:1006,824.38,54.7,29.06,1.38,0
20201124:1106,846.41,61.67,29.91,1.38,0
20201124:1206,873.62,61.83,30.25,1.72,0
20201124:1306,865.96,55.08,30.25,2,0
20201124:1406,636.44,44.4,30.12,2.41,0
20201124:1506,419.14,31.93,28.51,2.34,0
20201124:1606,206.54,18.62,27.97,2.07,0
20201124:1706,39.96,4.88,27.52,1.86,0
20201124:1806,0,0,26.8,1.72,0
20201124:1906,0,0,26.42,2.28,0
20201124:2006,0,0,26.16,2.14,0
20201124:2106,0,0,25.83,1.93,0
20201124:2206,0,0,25.54,1.79,0
20201124:2306,0,0,25.3,1.66,0
20201125:0006,0,0,25.07,1.72,0
20201125:0106,0,0,24.88,1.66,0
20201125:0206,0,0,24.66,1.52,0
20201125:0306,0,0,24.54,1.31,0
20201125:0406,0,0,24.62,1.03,0
20201125:0506,0,0,24.6,0.9,0
20201125:0606,25,4.22,24.65,0.83,0
20201125:0706,234.39,17.95,25.63,0.9,0
20201125:0806,318.37,31.26,27.27,1.59,0
20201125:0906,295.14,43.75,28.61,0.97,0
20201125:1006,749.19,54.51,29.81,0.76,0
20201125:1106,791.44,61.46,30.83,0.62,0
20201125:1206,396.41,61.66,31.12,0.69,0
20201125:1306,698.1,54.98,31.57,1.1,0
20201125:1406,661.03,44.35,30.51,1.86,0
20201125:1506,164.86,31.92,28.69,2.55,0
20201125:1606,60.91,18.64,28.08,2.34,0
20201125:1706,30.3,4.92,27.62,2,0
20201125:1806,0,0,27,2,0
20201125:1906,0,0,26.6,2.28,0
20201125:2006,0,0,26.14,2.14,0
20201125:2106,0,0,25.9,2.07,0
20201125:2206,0,0,25.62,2,0
20201125:2306,0,0,25.47,2.07,0
20201126:0006,0,0,25.33,2.07,0
20201126:0106,0,0,25.17,2,0
20201126:0206,0,0,25.19,1.79,0
20201126:0306,0,0,25.15,1.59,0
20201126:0406,0,0,25.12,1.24,0
20201126:0506,0,0,25.04,0.97,0
20201126:0606,22.03,4.11,25.06,0.83,0
20201126:0706,235.82,17.83,25.64,1.17,0
20201126:0806,459.35,31.12,27.17,1.79,0
20201126:0906,629.5,43.58,28.44,1.38,0
20201126:1006,807.03,54.31,29.88,1.24,0
20201126:1106,887.69,61.25,30.62,1.52,0
20201126:1206,937.22,61.49,30.99,1.93,0
20201126:1306,726.17,54.88,31.08,2.21,0
20201126:1406,675.19,44.31,29.18,2.34,0
20201126:1506,457.6,31.92,28.93,1.93,0
20201126:1606,258.3,18.66,28.21,1.31,0
20201126:1706,38.53,4.97,27.5,1.38,0
20201126:1806,0,0,27.06,1.52,0
20201126:1906,0,0,26.15,2.14,0
20201126:2006,0,0,25.73,2.21,0
20201126:2106,0,0,25.46,2.34,0
20201126:2206,0,0,25.38,2.41,0
20201126:2306,0,0,25.23,2.34,0
20201127:0006,0,0,25.07,2.07,0
20201127:0106,0,0,24.9,1.72,0
20201127:0206,0,0,24.73,1.45,0
20201127:0306,0,0,24.61,1.24,0
20201127:0406,0,0,24.47,1.03,0
20201127:0506,0,0,24.65,0.9,0
20201127:0606,20.02,4.01,24.65,0.76,0
20201127:0706,217.25,17.7,25.27,0.97,0
