time,G(i),H_sun,T2m,WS10m,Int
20201007:1106,467.92,75.55,23.38,2.07,0
20201007:1206,884.63,75.87,23.53,2.21,0
20201007:1306,948.47,64.73,24.59,2.34,0
20201007:1406,766.65,50.94,26.04,2.41,0
20201007:1506,591.95,36.51,26.97,1.59,0
20201007:1606,338.21,21.85,26.73,0.83,0
20201007:1706,75.58,7.08,26.16,0.83,0
20201007:1806,0,0,25.4,1.24,0
20201007:1906,0,0,25.12,0.9,0
20201007:2006,0,0,24.73,1.1,0
20201007:2106,0,0,24.59,1.31,0
20201007:2206,0,0,24.28,1.52,0
20201007:2306,0,0,24.09,1.59,0
20201008:0006,0,0,23.87,1.59,0
20201008:0106,0,0,23.66,1.66,0
20201008:0206,0,0,23.46,1.66,0
20201008:0306,0,0,23.25,1.59,0
20201008:0406,0,0,23.14,1.45,0
20201008:0506,0,0,23.04,1.38,0
20201008:0606,39.58,6.49,23.02,1.1,0
20201008:0706,175.31,21.25,23.87,0.9,0
20201008:0806,268.57,35.9,25.45,2,0
20201008:0906,610.29,50.3,26.67,1.66,0
20201008:1006,797.17,64.07,27.72,1.24,0
20201008:1106,670,75.27,28.06,0.9,0
20201008:1206,804.96,75.51,28.56,1.38,0
20201008:1306,687.02,64.48,26.37,2,0
20201008:1406,475.77,50.75,25.38,1.79,0
20201008:1506,163.75,36.36,24.53,1.66,0
20201008:1606,130.19,21.71,25.04,1.59,0
20201008:1706,68.12,6.96,25.1,1.59,0
20201008:1806,0,0,24.68,1.45,0
20201008:1906,0,0,25.25,1.79,0
20201008:2006,0,0,24.77,1.66,0
20201008:2106,0,0,24.62,1.52,0
20201008:2206,0,0,24.27,1.38,0
20201008:2306,0,0,24.16,1.31,0
20201009:0006,0,0,23.94,1.38,0
20201009:0106,0,0,23.67,1.31,0
20201009:0206,0,0,23.54,1.17,0
20201009:0306,0,0,23.49,1.24,0
20201009:0406,0,0,23.52,1.31,0
20201009:0506,0,0,23.27,1.31,0
20201009:0606,31.87,6.51,23.24,1.24,0
20201009:0706,248.08,21.25,24.44,2.55,0
20201009:0806,496.32,35.88,25.47,2.34,0
20201009:0906,677.35,50.25,27.02,1.45,0
20201009:1006,121.81,63.94,28.17,1.38,0
20201009:1106,94.85,74.97,27.57,1.45,0
20201009:1206,325.52,75.14,26.61,1.52,0
20201009:1306,349.7,64.24,27.58,1.86,0
20201009:1406,411.74,50.57,28.28,2.21,0
20201009:1506,412.02,36.21,26.88,2.55,0
20201009:1606,314.04,21.58,26.23,2.07,0
20201009:1706,53.31,6.84,26.07,1.45,0
20201009:1806,0,0,25.45,1.38,0
20201009:1906,0,0,24.86,1.52,0
20201009:2006,0,0,23.73,1.45,0
20201009:2106,0,0,23.69,1.31,0
20201009:2206,0,0,23.52,1.17,0
20201009:2306,0,0,23.23,1.17,0
20201010:0006,0,0,23.21,0.83,0
20201010:0106,0,0,23.17,0.97,0
20201010:0206,0,0,22.95,0.97,0
20201010:0306,0,0,23.07,0.69,0
20201010:0406,0,0,23.01,0.9,0
20201010:0506,0,0,23.1,0.76,0
20201010:0606,56.51,6.52,23.18,0.62,0
20201010:0706,294.23,21.25,24.04,0.76,0
20201010:0806,499.69,35.85,24.96,1.03,0
20201010:0906,726.35,50.19,26.46,1.17,0
20201010:1006,619.03,63.81,28.05,1.31,0
20201010:1106,491.24,74.68,28.24,1.59,0
20201010:1206,325.53,74.78,27.45,1.66,0
20201010:1306,523.29,63.99,25.61,2.21,0
20201010:1406,595.47,50.39,26.25,2.34,0
20201010:1506,575.47,36.06,26.77,2.48,0
20201010:1606,312.35,21.46,26.42,2.48,0
20201010:1706,6.99,6.73,25.9,2.07,0
20201010:1806,0,0,25.16,1.66,0
20201010:1906,0,0,24.96,1.72,0
20201010:2006,0,0,24.66,1.52,0
20201010:2106,0,0,24.58,1.24,0
20201010:2206,0,0,24.44,1.03,0
20201010:2306,0,0,24.24,0.97,0
20201011:0006,0,0,24.07,1.1,0
20201011:0106,0,0,23.76,1.1,0
20201011:0206,0,0,23.54,1.1,0
20201011:0306,0,0,23.6,1.31,0
20201011:0406,0,0,23.7,1.1,0
20201011:0506,0,0,23.63,1.03,0
20201011:0606,50.14,6.53,23.71,0.83,0
20201011:0706,190.34,21.25,24.44,0.69,0
20201011:0806,276.66,35.83,25.7,1.1,0
20201011:0906,511.83,50.12,26.92,1.52,0
20201011:1006,681.52,63.67,27.68,1.59,0
20201011:1106,516.58,74.38,28.65,1.24,0
20201011:1206,0,0,27.44,1.52,0
20201011:1306,535.78,63.74,26.11,2.76,0
20201011:1406,268.72,50.2,25.18,1.79,0
20201011:1506,67.9,35.91,24.64,1.24,0
20201011:1606,120.02,21.33,24.29,1.72,0
20201011:1706,42.19,6.61,24.25,1.59,0
20201011:1806,0,0,24.05,1.66,0
20201011:1906,0,0,24.4,1.66,0
20201011:2006,0,0,24.13,1.45,0
20201011:2106,0,0,24.08,1.24,0
20201011:2206,0,0,23.84,1.38,0
20201011:2306,0,0,23.61,1.45,0
20201012:0006,0,0,23.41,1.38,0
20201012:0106,0,0,23.24,1.31,0
20201012:0206,0,0,23.07,1.31,0
20201012:0306,0,0,23,1.24,0
20201012:0406,0,0,22.84,1.31,0
20201012:0506,0,0,22.77,1.24,0
20201012:0606,54.01,6.54,22.63,0.97,0
20201012:0706,225.06,21.24,24.09,1.66,0
20201012:0806,428.12,35.8,25.71,1.72,0
20201012:0906,687.64,50.06,27.01,1.45,0
20201012:1006,582.65,63.53,28.72,1.17,0
20201012:1106,857.63,74.08,29.77,1.1,0
20201012:1206,815.55,74.06,30.58,1.17,0
20201012:1306,628.11,63.5,31.12,1.38,0
20201012:1406,646.48,50.02,30.9,1.52,0
20201012:1506,444.42,35.76,28.94,1.59,0
20201012:1606,311.04,21.2,27.48,2.14,0
20201012:1706,68.88,6.5,26.91,2.14,0
20201012:1806,0,0,26.17,2.21,0
20201012:1906,0,0,25.68,2.21,0
20201012:2006,0,0,25.21,2,0
20201012:2106,0,0,24.94,1.86,0
20201012:2206,0,0,24.7,1.86,0
20201012:2306,0,0,24.36,1.93,0
20201013:0006,0,0,24.22,2,0
20201013:0106,0,0,24.08,1.86,0
20201013:0206,0,0,23.93,1.79,0
20201013:0306,0,0,23.91,1.79,0
20201013:0406,0,0,23.82,1.72,0
20201013:0506,0,0,23.75,1.59,0
20201013:0606,41.65,6.55,23.9,1.45,0
20201013:0706,267.73,21.23,24.68,2.69,0
20201013:0806,534,35.76,25.79,2.34,0
20201013:0906,785.62,49.98,27.12,2.14,0
20201013:1006,870.04,63.38,28.21,1.86,0
20201013:1106,906.95,73.77,28.86,1.72,0
20201013:1206,977.54,73.7,29.9,1.93,0
20201013:1306,587.72,63.25,30.06,2.14,0
20201013:1406,284.81,49.84,29.72,2.41,0
20201013:1506,562.93,35.61,27.09,2.48,0
20201013:1606,228.02,21.08,26.69,2.14,0
20201013:1706,28.28,6.4,26.42,2.28,0
20201013:1806,0,0,25.81,1.86,0
20201013:1906,0,0,25.47,2.07,0
20201013:2006,0,0,25.07,1.86,0
20201013:2106,0,0,24.77,1.72,0
20201013:2206,0,0,24.56,1.79,0
20201013:2306,0,0,24.44,1.79,0
20201014:0006,0,0,24.15,1.79,0
20201014:0106,0,0,23.96,1.66,0
20201014:0206,0,0,23.92,1.52,0
20201014:0306,0,0,23.98,1.52,0
20201014:0406,0,0,24.12,1.45,0
20201014:0506,0,0,24.11,1.45,0
20201014:0606,61.71,6.55,24.01,1.38,0
20201014:0706,283.83,21.21,24.74,2.55,0
20201014:0806,485.07,35.72,26.15,2.07,0
20201014:0906,745.58,49.9,27.51,1.72,0
20201014:1006,576.83,63.22,28.06,1.31,0
20201014:1106,650.48,73.46,28.92,1.38,0
20201014:1206,949.93,73.34,28.74,1.52,0
20201014:1306,276.57,63,26.25,2.07,0
20201014:1406,456.78,49.66,26.15,2.41,0
20201014:1506,326.44,35.47,26.88,2.34,0
20201014:1606,243.22,20.96,26.86,2.07,0
20201014:1706,42.68,6.29,26.62,1.66,0
20201014:1806,0,0,25.86,1.72,0
20201014:1906,0,0,25.09,1.66,0
20201014:2006,0,0,24.76,1.52,0
20201014:2106,0,0,24.57,1.52,0
20201014:2206,0,0,24.34,1.52,0
20201014:2306,0,0,24.12,1.45,0
20201015:0006,0,0,23.96,1.45,0
20201015:0106,0,0,23.82,1.38,0
20201015:0206,0,0,23.61,1.38,0
20201015:0306,0,0,23.46,1.38,0
20201015:0406,0,0,23.36,1.45,0
20201015:0506,0,0,23.23,1.38,0
20201015:0606,31.91,6.55,23.37,1.17,0
20201015:0706,136.78,21.2,24.54,1.72,0
20201015:0806,250.73,35.68,26,1.93,0
20201015:0906,364.86,49.82,26.76,1.86,0
20201015:1006,756.61,63.06,27.97,1.72,0
20201015:1106,765.36,73.15,28.47,1.86,0
20201015:1206,248.62,72.99,29.33,2,0
20201015:1306,533.09,62.76,26.46,2,0
20201015:1406,614.46,49.48,25.81,2.48,0
20201015:1506,454.62,35.33,26.22,2.28,0
20201015:1606,290.51,20.84,26.44,2.28,0
20201015:1706,60.45,6.19,26.14,2,0
20201015:1806,0,0,25.55,1.59,0
20201015:1906,0,0,25.54,1.79,0
20201015:2006,0,0,25.21,1.52,0
20201015:2106,0,0,24.98,1.38,0
20201015:2206,0,0,24.65,1.52,0
20201015:2306,0,0,24.27,1.52,0
20201016:0006,0,0,24.04,1.45,0
20201016:0106,0,0,23.73,1.45,0
20201016:0206,0,0,23.56,1.45,0
20201016:0306,0,0,23.31,1.38,0
20201016:0406,0,0,23.23,1.24,0
20201016:0506,0,0,23.13,1.1,0
20201016:0606,60.08,6.55,23.12,0.97,0
20201016:0706,250.58,21.18,24.53,1.66,0
20201016:0806,521.19,35.63,26.06,1.86,0
20201016:0906,291.64,49.73,27.37,1.52,0
20201016:1006,296.56,62.9,28.57,1.24,0
20201016:1106,995.74,72.84,28.82,1.17,0
20201016:1206,971.97,72.64,29.21,1.59,0
20201016:1306,623.84,62.51,29.73,1.72,0
20201016:1406,514.99,49.3,27.98,1.38,0
20201016:1506,415.23,35.19,26.95,2.21,0
20201016:1606,195.24,20.72,26.7,1.93,0
20201016:1706,42.81,6.09,26.52,1.79,0
20201016:1806,0,0,25.86,1.66,0
20201016:1906,0,0,25.32,1.45,0
20201016:2006,0,0,24.98,1.38,0
20201016:2106,0,0,24.77,1.31,0
20201016:2206,0,0,24.52,1.52,0
20201016:2306,0,0,24.42,1.59,0
20201017:0006,0,0,24.38,1.45,0
20201017:0106,0,0,24.32,1.45,0
20201017:0206,0,0,24.16,1.45,0
20201017:0306,0,0,24.04,1.38,0
20201017:0406,0,0,23.87,1.17,0
20201017:0506,0,0,23.75,1.03,0
20201017:0606,53.49,6.55,23.77,0.83,0
20201017:0706,227.78,21.15,24.26,0.14,0
20201017:0806,532.77,35.58,25.4,0.62,0
20201017:0906,541.29,49.64,26.44,0.76,0
20201017:1006,692.29,62.73,27.73,0.76,0
20201017:1106,500.68,72.52,28.43,0.97,0
20201017:1206,420.97,72.29,26.82,1.59,0
20201017:1306,337.73,62.27,26.38,2.28,0
20201017:1406,147.77,49.12,25.97,1.79,0
20201017:1506,183.79,35.05,26.11,1.93,0
20201017:1606,179.09,20.61,26.19,2.14,0
20201017:1706,45.65,6,26.02,1.52,0
20201017:1806,0,0,25.54,1.52,0
20201017:1906,0,0,25.48,1.31,0
20201017:2006,0,0,25.14,1.1,0
20201017:2106,0,0,24.8,0.69,0
20201017:2206,0,0,24.4,0.9,0
20201017:2306,0,0,24.25,1.31,0
20201018:0006,0,0,24.08,1.24,0
20201018:0106,0,0,23.84,1.17,0
20201018:0206,0,0,23.63,1.03,0
20201018:0306,0,0,23.34,1.1,0
20201018:0406,0,0,22.96,0.97,0
20201018:0506,0,0,22.78,0.9,0
20201018:0606,63.25,6.54,22.8,0.62,0
20201018:0706,299.15,21.13,24.73,0.76,0
20201018:0806,469.13,35.53,26.38,1.1,0
20201018:0906,639.83,49.54,27.61,0.97,0
20201018:1006,772.11,62.55,28.65,0.97,0
20201018:1106,513.89,72.21,29.14,1.17,0
20201018:1206,605.65,71.94,29.54,1.38,0
20201018:1306,932.3,62.03,29.79,1.59,0
20201018:1406,629.65,48.94,30.23,1.72,0
20201018:1506,565.02,34.91,26.99,1.79,0
20201018:1606,323.47,20.5,26.7,1.93,0
20201018:1706,49.56,5.9,26.44,1.52,0
20201018:1806,0,0,25.92,1.17,0
20201018:1906,0,0,25.76,1.38,0
20201018:2006,0,0,25.41,1.38,0
20201018:2106,0,0,25.07,1.38,0
20201018:2206,0,0,24.7,1.52,0
20201018:2306,0,0,24.59,1.59,0
20201019:0006,0,0,24.29,1.72,0
20201019:0106,0,0,24.07,1.66,0
20201019:0206,0,0,23.86,1.52,0
20201019:0306,0,0,23.66,1.38,0
20201019:0406,0,0,23.53,1.38,0
20201019:0506,0,0,23.4,1.38,0
20201019:0606,58.51,6.53,23.39,1.24,0
20201019:0706,199.95,21.1,24.8,1.38,0
20201019:0806,76.88,35.47,26.63,1.86,0
20201019:0906,73.89,49.44,28.22,1.31,0
20201019:1006,757,62.37,29.52,1.03,0
20201019:1106,1006.86,71.89,30.33,0.83,0
20201019:1206,1030.36,71.59,30.98,0.83,0
20201019:1306,542.92,61.78,31.17,1.31,0
20201019:1406,773.24,48.77,31.25,1.86,0
20201019:1506,550.08,34.77,28.75,2.28,0
20201019:1606,291.65,20.39,27.45,2.21,0
20201019:1706,4.99,5.81,26.38,1.86,0
20201019:1806,0,0,25.92,1.59,0
20201019:1906,0,0,25.73,1.31,0
20201019:2006,0,0,25.42,1.24,0
20201019:2106,0,0,25.11,1.38,0
20201019:2206,0,0,24.86,1.45,0
20201019:2306,0,0,24.67,1.38,0
20201020:0006,0,0,24.51,1.45,0
20201020:0106,0,0,24.28,1.52,0
20201020:0206,0,0,24.23,1.45,0
20201020:0306,0,0,24.11,1.31,0
20201020:0406,0,0,24.38,1.38,0
20201020:0506,0,0,24.36,1.38,0
20201020:0606,61.59,6.51,24.39,1.38,0
20201020:0706,285.75,21.06,25.15,2.34,0
20201020:0806,485.07,35.41,26.24,2,0
20201020:0906,757.84,49.33,27.68,1.52,0
20201020:1006,548.95,62.19,28.61,1.38,0
20201020:1106,614.28,71.58,29.34,1.24,0
20201020:1206,690.22,71.25,30.47,1.24,0
20201020:1306,644.78,61.54,30.74,1.38,0
20201020:1406,535.14,48.6,30.27,1.66,0
20201020:1506,464.51,34.64,27.78,1.38,0
20201020:1606,191.5,20.28,26.67,1.66,0
20201020:1706,4.99,5.72,26.46,1.66,0
20201020:1806,0,0,26.05,1.86,0
20201020:1906,0,0,25.75,1.93,0
20201020:2006,0,0,25.5,1.72,0
20201020:2106,0,0,25.07,1.59,0
20201020:2206,0,0,24.73,1.72,0
20201020:2306,0,0,24.56,1.79,0
20201021:0006,0,0,24.35,1.86,0
20201021:0106,0,0,24.22,1.79,0
20201021:0206,0,0,24.17,1.66,0
20201021:0306,0,0,24.18,1.45,0
20201021:0406,0,0,24.2,1.24,0
20201021:0506,0,0,24.24,1.17,0
20201021:0606,58.75,6.5,24.29,1.1,0
20201021:0706,291.12,21.02,25.04,2.07,0
20201021:0806,470.02,35.34,26.16,1.59,0
20201021:0906,753.17,49.22,27.81,1.17,0
20201021:1006,883.35,62,29.22,0.83,0
20201021:1106,885.53,71.26,29.98,0.9,0
20201021:1206,937.73,70.91,30.5,1.03,0
20201021:1306,631.17,61.3,30.77,1.17,0
20201021:1406,737.16,48.42,30.47,1.31,0
20201021:1506,533.96,34.51,30.23,1.59,0
20201021:1606,298.53,20.18,29.29,1.38,0
20201021:1706,46.76,5.64,28.65,1.52,0
20201021:1806,0,0,27.54,1.72,0
20201021:1906,0,0,26.83,1.66,0
20201021:2006,0,0,26.28,1.66,0
20201021:2106,0,0,25.75,1.72,0
20201021:2206,0,0,25.37,1.72,0
20201021:2306,0,0,25.04,1.72,0
20201022:0006,0,0,24.82,1.72,0
20201022:0106,0,0,24.55,1.66,0
20201022:0206,0,0,24.35,1.59,0
20201022:0306,0,0,24.19,1.45,0
20201022:0406,0,0,24.11,1.31,0
20201022:0506,0,0,24.02,1.31,0
20201022:0606,52.88,6.48,24.13,1.24,0
20201022:0706,290.44,20.98,25.36,2.34,0
20201022:0806,368.13,35.27,26.59,2,0
20201022:0906,540.11,49.11,28.29,1.45,0
20201022:1006,821.46,61.8,29.84,1.17,0
20201022:1106,746.39,70.94,30.44,1.24,0
20201022:1206,829.95,70.57,31.15,1.31,0
20201022:1306,732.73,61.07,31.35,1.72,0
20201022:1406,666.25,48.26,30.59,2.21,0
20201022:1506,502.73,34.38,29.65,2.62,0
20201022:1606,311.59,20.07,28.84,2.34,0
20201022:1706,46.85,5.56,27.98,2,0
20201022:1806,0,0,26.99,1.93,0
20201022:1906,0,0,26.29,1.66,0
20201022:2006,0,0,25.85,1.66,0
20201022:2106,0,0,25.43,1.72,0
20201022:2206,0,0,25.1,1.86,0
20201022:2306,0,0,24.85,1.93,0
20201023:0006,0,0,24.68,1.93,0
20201023:0106,0,0,24.48,1.93,0
20201023:0206,0,0,24.33,1.79,0
20201023:0306,0,0,24.32,1.59,0
20201023:0406,0,0,24.26,1.38,0
20201023:0506,0,0,24.2,1.31,0
20201023:0606,55.96,6.46,24.24,1.1,0
20201023:0706,296.88,20.94,25.22,2.28,0
20201023:0806,457.24,35.2,26.71,2,0
20201023:0906,625.88,48.99,27.86,1.52,0
20201023:1006,601.57,61.61,28.49,1.31,0
20201023:1106,843.17,70.62,29.57,0.97,0
20201023:1206,962.01,70.24,30.43,1.1,0
20201023:1306,942.71,60.83,30.77,1.03,0
20201023:1406,532.45,48.09,30.52,1.24,0
20201023:1506,533.86,34.25,30.63,1.66,0
20201023:1606,305.73,19.98,29.63,1.86,0
20201023:1706,4.99,5.48,28.4,2.07,0
20201023:1806,0,0,27.37,2.28,0
20201023:1906,0,0,26.31,2,0
20201023:2006,0,0,25.73,2.07,0
20201023:2106,0,0,25.38,2.07,0
20201023:2206,0,0,25.05,2.07,0
20201023:2306,0,0,24.78,1.93,0
20201024:0006,0,0,24.66,1.86,0
20201024:0106,0,0,24.46,1.72,0
20201024:0206,0,0,24.39,1.59,0
20201024:0306,0,0,24.25,1.38,0
20201024:0406,0,0,24.22,1.24,0
20201024:0506,0,0,24.29,1.17,0
20201024:0606,37.97,6.43,24.41,1.03,0
20201024:0706,253.29,20.89,24.96,1.72,0
20201024:0806,426.73,35.12,25.89,1.79,0
20201024:0906,637.66,48.86,27.58,1.45,0
20201024:1006,678.38,61.41,28.94,1.31,0
20201024:1106,947.94,70.31,30.44,1.17,0
20201024:1206,888.27,69.91,31.51,1.31,0
20201024:1306,729.17,60.6,31.27,1.52,0
20201024:1406,337.66,47.92,30.63,1.79,0
20201024:1506,53.92,34.13,30,2.28,0
20201024:1606,86.87,19.88,29.13,2.28,0
20201024:1706,24.23,5.41,28.23,2.07,0
20201024:1806,0,0,27.16,2,0
20201024:1906,0,0,26.38,2.07,0
20201024:2006,0,0,25.96,2.14,0
20201024:2106,0,0,25.65,2.21,0
20201024:2206,0,0,25.45,2.14,0
20201024:2306,0,0,25.26,1.93,0
20201025:0006,0,0,25.11,1.72,0
20201025:0106,0,0,25.01,1.52,0
20201025:0206,0,0,24.9,1.17,0
20201025:0306,0,0,24.78,1.03,0
20201025:0406,0,0,24.61,1.03,0
20201025:0506,0,0,24.56,1.1,0
20201025:0606,45.04,6.4,24.52,1.03,0
20201025:0706,34.95,20.84,25.56,1.24,0
20201025:0806,59.91,35.04,26.87,1.45,0
20201025:0906,88.86,48.74,28.09,1.38,0
20201025:1006,248.62,61.21,29.15,1.52,0
20201025:1106,244.62,69.99,29.36,1.86,0
20201025:1206,542.53,69.58,28.34,1.66,0
20201025:1306,667.45,60.37,27.44,2.21,0
20201025:1406,527.83,47.76,27.05,1.86,0
20201025:1506,481.69,34.01,26.58,1.59,0
20201025:1606,286.34,19.79,26.77,1.66,0
20201025:1706,38.11,5.34,26.46,1.52,0
20201025:1806,0,0,25.98,1.45,0
20201025:1906,0,0,25.8,1.31,0
20201025:2006,0,0,25.41,1.45,0
20201025:2106,0,0,25.1,1.66,0
20201025:2206,0,0,24.83,1.59,0
20201025:2306,0,0,24.67,1.45,0
20201026:0006,0,0,24.5,1.31,0
20201026:0106,0,0,24.38,1.24,0
20201026:0206,0,0,24.29,1.24,0
20201026:0306,0,0,24.29,1.17,0
20201026:0406,0,0,24.3,1.1,0
20201026:0506,0,0,24.32,1.17,0
20201026:0606,49.14,6.37,24.42,1.1,0
20201026:0706,296.95,20.79,25.07,1.38,0
20201026:0806,541.89,34.96,26.56,0.9,0
20201026:0906,749.56,48.61,28.05,0.55,0
20201026:1006,604.21,61,29.14,0.48,0
20201026:1106,957.5,69.67,30.18,0.48,0
20201026:1206,321.58,69.26,31.1,0.69,0
20201026:1306,487.63,60.14,31.15,0.97,0
20201026:1406,366.51,47.6,30.36,1.24,0
20201026:1506,103.84,33.89,27.78,1.72,0
20201026:1606,306.7,19.7,27.34,1.79,0
20201026:1706,49.03,5.27,26.94,1.38,0
20201026:1806,0,0,26.36,1.59,0
20201026:1906,0,0,26.24,1.59,0
20201026:2006,0,0,25.92,1.52,0
20201026:2106,0,0,25.79,1.52,0
20201026:2206,0,0,25.53,1.52,0
20201026:2306,0,0,25.33,1.52,0
20201027:0006,0,0,25.2,1.45,0
20201027:0106,0,0,24.93,1.31,0
20201027:0206,0,0,24.87,1.1,0
20201027:0306,0,0,24.77,1.1,0
20201027:0406,0,0,24.79,1.1,0
20201027:0506,0,0,24.64,0.97,0
20201027:0606,57.38,6.34,24.63,0.97,0
20201027:0706,284.92,20.73,25.27,1.66,0
20201027:0806,375.97,34.87,26.57,1.66,0
20201027:0906,621,48.47,27.85,1.1,0
20201027:1006,742.99,60.79,28.87,0.9,0
20201027:1106,798.46,69.36,29.61,1.38,0
20201027:1206,969.79,68.94,30.04,1.45,0
20201027:1306,284.61,59.91,29.51,1.86,0
20201027:1406,678.71,47.44,27.41,1.86,0
20201027:1506,46.93,33.77,27.31,1.59,0
20201027:1606,24.96,19.61,27.53,1.31,0
20201027:1706,22.27,5.2,27.36,1.38,0
20201027:1806,0,0,26.68,1.45,0
20201027:1906,0,0,26.19,1.86,0
20201027:2006,0,0,25.72,1.86,0
20201027:2106,0,0,25.34,1.86,0
20201027:2206,0,0,25.03,1.86,0
20201027:2306,0,0,24.82,1.86,0
20201028:0006,0,0,24.63,1.66,0
20201028:0106,0,0,24.4,1.52,0
20201028:0206,0,0,24.39,1.24,0
20201028:0306,0,0,24.27,1.24,0
20201028:0406,0,0,24.15,1.17,0
20201028:0506,0,0,24.19,1.03,0
20201028:0606,45.16,6.3,24.33,0.83,0
20201028:0706,239.71,20.67,24.99,1.24,0
20201028:0806,370.96,34.78,26.32,0.9,0
20201028:0906,303.77,48.34,28.17,0.34,0
20201028:1006,378.88,60.58,29.48,0.21,0
20201028:1106,438.24,69.04,30.29,0.48,0
20201028:1206,811.98,68.62,31.52,0.55,0
20201028:1306,930.93,59.69,31.56,0.83,0
20201028:1406,628.02,47.28,31.43,1.1,0
20201028:1506,531.12,33.66,30.09,1.38,0
20201028:1606,144.57,19.53,28.08,2.28,0
20201028:1706,12.98,5.14,27.47,2.55,0
20201028:1806,0,0,26.73,2.34,0
20201028:1906,0,0,26.15,2.07,0
20201028:2006,0,0,25.76,2.07,0
20201028:2106,0,0,25.54,1.93,0
20201028:2206,0,0,25.14,1.79,0
20201028:2306,0,0,24.75,1.66,0
20201029:0006,0,0,24.62,1.59,0
20201029:0106,0,0,24.47,1.59,0
20201029:0206,0,0,24.67,1.72,0
20201029:0306,0,0,24.62,1.31,0
20201029:0406,0,0,24.52,1.1,0
20201029:0506,0,0,24.53,1.03,0
20201029:0606,47.28,6.26,24.56,1.03,0
20201029:0706,218.27,20.61,25.19,1.79,0
20201029:0806,317.89,34.68,26.44,1.38,0
20201029:0906,556.99,48.2,27.88,0.62,0
20201029:1006,595.31,60.37,29.41,0.28,0
20201029:1106,806.4,68.73,30.12,0.41,0
20201029:1206,956.87,68.31,30.63,0.55,0
20201029:1306,931.49,59.47,31.1,0.55,0
20201029:1406,741.64,47.13,31.26,0.9,0
20201029:1506,528.15,33.55,28.88,0.97,0
20201029:1606,24.96,19.45,27.99,2.14,0
20201029:1706,41.15,5.09,27.27,2.14,0
20201029:1806,0,0,26.31,2,0
20201029:1906,0,0,26.42,1.79,0
20201029:2006,0,0,25.85,1.66,0
20201029:2106,0,0,25.55,1.59,0
20201029:2206,0,0,25.19,1.66,0
20201029:2306,0,0,25.03,1.59,0
20201030:0006,0,0,24.94,1.45,0
20201030:0106,0,0,24.69,1.31,0
20201030:0206,0,0,24.46,1.17,0
20201030:0306,0,0,24.25,1.03,0
20201030:0406,0,0,24.08,0.83,0
20201030:0506,0,0,23.8,0.83,0
20201030:0606,55.64,6.22,23.76,0.83,0
20201030:0706,133.95,20.54,25.29,0.62,0
20201030:0806,262.14,34.58,26.61,0.21,0
20201030:0906,399.83,48.05,28.25,0.14,0
20201030:1006,739.65,60.15,29.17,0.34,0
20201030:1106,987.91,68.42,30.6,0.48,0
20201030:1206,861.98,68,31.25,0.76,0
20201030:1306,688.99,59.25,31.82,0.97,0
20201030:1406,736.63,46.98,31.86,1.17,0
20201030:1506,505.47,33.45,30.7,1.31,0
20201030:1606,308.69,19.37,29.18,2.07,0
20201030:1706,47.3,5.03,28.19,2.14,0
20201030:1806,0,0,27.16,1.93,0
20201030:1906,0,0,26.51,1.66,0
20201030:2006,0,0,25.99,1.72,0
20201030:2106,0,0,25.63,1.86,0
20201030:2206,0,0,25.26,1.93,0
20201030:2306,0,0,25,1.79,0
20201031:0006,0,0,24.73,1.59,0
20201031:0106,0,0,24.51,1.45,0
20201031:0206,0,0,24.27,1.38,0
20201031:0306,0,0,24.16,1.31,0
20201031:0406,0,0,24.08,1.31,0
20201031:0506,0,0,24.08,1.1,0
20201031:0606,55.74,6.17,24.12,0.9,0
20201031:0706,277.8,20.47,25.48,1.72,0
20201031:0806,405.48,34.48,26.95,1.38,0
20201031:0906,730.04,47.91,28.17,1.03,0
20201031:1006,829.57,59.93,29.32,0.76,0
20201031:1106,848.53,68.11,30.42,0.76,0
20201031:1206,916.14,67.7,30.89,0.97,0
20201031:1306,857.95,59.03,31.14,1.31,0
20201031:1406,739.44,46.83,31.07,1.45,0
20201031:1506,490.95,33.34,29.36,1.24,0
20201031:1606,285.39,19.3,27.53,1.79,0
20201031:1706,41.3,4.98,27.03,1.72,0
20201031:1806,0,0,26.53,1.93,0
20201031:1906,0,0,26.32,2.07,0
20201031:2006,0,0,26.08,2.14,0
20201031:2106,0,0,25.68,2,0
20201031:2206,0,0,25.45,2,0
20201031:2306,0,0,25.17,1.79,0
20201101:0006,0,0,24.96,1.66,0
20201101:0106,0,0,24.71,1.45,0
20201101:0206,0,0,24.63,1.24,0
20201101:0306,0,0,24.59,1.1,0
20201101:0406,0,0,24.61,1.03,0
20201101:0506,0,0,24.47,1.03,0
20201101:0606,47.45,6.13,24.61,0.97,0
20201101:0706,210.42,20.4,25.61,1.31,0
20201101:0806,394.24,34.38,27.02,1.24,0
20201101:0906,608.74,47.76,28.36,0.9,0
20201101:1006,849.89,59.72,29.59,0.69,0
20201101:1106,900.8,67.8,30.97,0.62,0
20201101:1206,939.97,67.4,31.64,0.9,0
20201101:1306,888.64,58.82,31.58,1.24,0
20201101:1406,655.99,46.69,30.61,1.72,0
20201101:1506,396.18,33.24,28.96,2.14,0
20201101:1606,259.22,19.23,28.43,2.48,0
20201101:1706,27.63,4.94,27.65,2,0
20201101:1806,0,0,26.76,1.93,0
20201101:1906,0,0,26.48,2,0
20201101:2006,0,0,26.05,2,0
